stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
"acc_4_1_1","1","Plaza de Castilla","Paseo de la Castellana 189",40.466820000000000,-3.689180000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_1040","1","Ascensor","Plaza de Castilla 9",40.465550000000000,-3.688770000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_1043","1","Intercambiador Superficie","Paseo de la Castellana 191 B",40.467280000000000,-3.689150000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_1044","1","Ascensor","Paseo de la Castellana 189",40.467020000000000,-3.689180000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_2","1","Castellana impares","Paseo de la Castellana 189",40.467220000000000,-3.689520000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_3","1","Bravo Murillo","Calle de Bravo Murillo 377",40.466290000000000,-3.690360000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_4","1","Paseo Castellana pares","Plaza de Castilla 9",40.465460000000000,-3.688910000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_1_773","1","Intercambiador","Plaza de Castilla 3",40.466210000000000,-3.690280000000000,,"http://www.crtm.es",2,"est_90_21",,0
"acc_4_10_34","10","Barceló","Calle de Barceló 2",40.426280000000000,-3.700820000000000,,"http://www.crtm.es",2,"est_4_10",,0
"acc_4_10_35","10","Fuencarral","Calle de Fuencarral 78",40.426200000000000,-3.701030000000000,,"http://www.crtm.es",2,"est_4_10",,0
"acc_4_10_36","10","Tribunal de Cuentas","Calle de Fuencarral 81",40.425690000000000,-3.701110000000000,,"http://www.crtm.es",2,"est_4_10",,0
"acc_4_100_271","100","Avda. Poblados","Avda de los Poblados 41",40.385820000000000,-3.761050000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_272","100","Maqueda","Calle de Maqueda SN",40.385970000000000,-3.760880000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_273","100","Acceso RENFE","Avda de los Poblados 41",40.385760000000000,-3.761200000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_274","100","Maqueda","Calle de Maqueda SN",40.385950000000000,-3.760850000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_275","100","Avda. Poblados","Avda de los Poblados 41",40.385380000000000,-3.760670000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_276","100","Terminal Autobuses","Calle de Valmojado SN",40.385300000000000,-3.760430000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_100_277","100","Terminal Autobuses","Calle de Valmojado 293",40.385460000000000,-3.760430000000000,,"http://www.crtm.es",2,"est_90_1",,0
"acc_4_101_278","101","Padre Piquer","Calle de Padre Piquer 37",40.390850000000000,-3.765910000000000,,"http://www.crtm.es",2,"est_4_101",,0
"acc_4_102_279","102","Padre Piquer pares","Avda del Padre Piquer 8",40.394450000000000,-3.768270000000000,,"http://www.crtm.es",2,"est_4_102",,0
"acc_4_102_280","102","Padre Piquer impares","Avda del Padre Piquer 7",40.394690000000000,-3.768100000000000,,"http://www.crtm.es",2,"est_4_102",,0
"acc_4_103_281","103","Camino de Campamento s/n","Ctra del Zoo SN",40.403180000000000,-3.760900000000000,,"http://www.crtm.es",2,"est_4_103",,0
"acc_4_103_282","103","Ascensor","Ctra del Zoo SN",40.403310000000000,-3.761030000000000,,"http://www.crtm.es",2,"est_4_103",,0
"acc_4_104_1029","104","Ascensor nº1","Calle de Cuart de Poblet 1 B",40.399180000000000,-3.744640000000000,,"http://www.crtm.es",2,"est_4_104",,0
"acc_4_104_1030","104","Ascensor nº2","Calle de Cuart de Poblet 1 B",40.399150000000000,-3.744630000000000,,"http://www.crtm.es",2,"est_4_104",,0
"acc_4_104_1031","104","Ascensor nº3","Calle de Cuart de Poblet 1 B",40.399130000000000,-3.744630000000000,,"http://www.crtm.es",2,"est_4_104",,0
"acc_4_104_284","104","Alhambra pares","Calle de la Alhambra 56",40.399170000000000,-3.744540000000000,,"http://www.crtm.es",2,"est_4_104",,0
"acc_4_104_285","104","Alhambra impares","Calle de la Alhambra 33",40.399030000000000,-3.744220000000000,,"http://www.crtm.es",2,"est_4_104",,0
"acc_4_105_1033","105","Ascensor exterior nº1","Calle  Vía Carpetana 141",40.392780000000000,-3.740970000000000,,"http://www.crtm.es",2,"est_4_105",,0
"acc_4_105_1035","105","Nuestra Señora de Valvanera - via Carpetana - Ateca","Calle  Vía Carpetana 139",40.393320000000000,-3.740580000000000,,"http://www.crtm.es",2,"est_4_105",,0
"acc_4_105_1036","105","Ascensor exterior nº2","Calle  Vía Carpetana 139",40.393220000000000,-3.740690000000000,,"http://www.crtm.es",2,"est_4_105",,0
"acc_4_105_286","105","Vía Carpetana","Calle  Vía Carpetana 306",40.392770000000000,-3.741340000000000,,"http://www.crtm.es",2,"est_4_105",,0
"acc_4_107_287","107","Portalegre pares","Calle de Portalegre 98",40.386350000000000,-3.723480000000000,,"http://www.crtm.es",2,"est_4_107",,0
"acc_4_107_288","107","Portalegre impares","Calle de Portalegre 73",40.385840000000000,-3.723370000000000,,"http://www.crtm.es",2,"est_4_107",,0
"acc_4_108_289","108","Avda. Oporto pares","Avda de Oporto 4",40.385290000000000,-3.718530000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_108_290","108","Pza. Fernández Ladreda","Plaza de Fernández Ladreda 5",40.385610000000000,-3.717760000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_108_291","108","Ascensor","Plaza de Fernández Ladreda 5",40.385370000000000,-3.718150000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_108_292","108","Marcelo Usera pares","Calle de Marcelo Usera 170",40.385290000000000,-3.716180000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_108_293","108","Marcelo Usera impares","Plaza de Fernández Ladreda 2",40.385120000000000,-3.716720000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_108_800","108","Acceso intercambiador","Calle  Vía Lusitana 2",40.384480000000000,-3.718230000000000,,"http://www.crtm.es",2,"est_90_36",,0
"acc_4_109_294","109","Amparo Usera","Calle de Amparo Usera 46",40.387030000000000,-3.706630000000000,,"http://www.crtm.es",2,"est_4_109",,0
"acc_4_109_295","109","Mirasierra","Calle de Mirasierra 41",40.388220000000000,-3.703740000000000,,"http://www.crtm.es",2,"est_4_109",,0
"acc_4_109_806","109","Ascensor exterior","Plaza de Amparo Usera  1",40.387010000000000,-3.706800000000000,,"http://www.crtm.es",2,"est_4_109",,0
"acc_4_11_37","11","Gran Vía","Calle  Gran Vía 21",40.419910000000000,-3.701300000000000,,"http://www.crtm.es",2,"est_4_11",,0
"acc_4_11_38","11","Gran Vía","Calle  Gran Vía 23",40.419920000000000,-3.701830000000000,,"http://www.crtm.es",2,"est_4_11",,0
"acc_4_11_39","11","Fuencarral","Calle  Gran vía 28",40.420130000000000,-3.701810000000000,,"http://www.crtm.es",2,"est_4_11",,0
"acc_4_11_40","11","Montera","Calle de la Montera 44",40.419510000000000,-3.701670000000000,,"http://www.crtm.es",2,"est_4_11",,0
"acc_4_111_296","111","Méndez Alvaro impares","Calle de Mendez Álvaro 73",40.396110000000000,-3.680600000000000,,"http://www.crtm.es",2,"est_90_13",,0
"acc_4_111_297","111","Méndez Alvaro pares","Calle de Méndez Álvaro 64 C",40.395940000000000,-3.680870000000000,,"http://www.crtm.es",2,"est_90_13",,0
"acc_4_111_299","111","Pedro Bosch","Calle de Pedro Bosch SN",40.396290000000000,-3.678820000000000,,"http://www.crtm.es",2,"est_90_13",,0
"acc_4_111_595","111","Retama","Calle de Pedro Bosch SN",40.395710000000000,-3.679740000000000,,"http://www.crtm.es",2,"est_90_13",,0
"acc_4_111_596","111","Ascensor exterior intercambiador","Calle del Ombu 20",40.394180000000000,-3.677490000000000,,"http://www.crtm.es",2,"est_90_13",,0
"acc_4_113_301","113","Doctor Esquerdo","Calle del Doctor Esquerdo 175",40.407070000000000,-3.669990000000000,,"http://www.crtm.es",2,"est_4_113",,0
"acc_4_113_302","113","Conde de Casal","Plaza del Conde de Casal 2",40.407020000000000,-3.670680000000000,,"http://www.crtm.es",2,"est_4_113",,0
"acc_4_113_303","113","Doctor Esquerdo impares","Calle del Doctor Esquerdo 159",40.408680000000000,-3.669800000000000,,"http://www.crtm.es",2,"est_4_113",,0
"acc_4_113_304","113","Doctor Esquerdo pares","Calle del Doctor Esquerdo 114",40.408700000000000,-3.670220000000000,,"http://www.crtm.es",2,"est_4_113",,0
"acc_4_113_801","113","Ascensor","Plaza del Conde de Casal 2",40.407010000000000,-3.670710000000000,,"http://www.crtm.es",2,"est_4_113",,0
"acc_4_114_1038","114","Ascensor exterior 1","Calle del Doctor Esquerdo 68",40.414610000000000,-3.669740000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_114_1039","114","Ascensor exterior 2","Calle del Doctor Esquerdo 68",40.414570000000000,-3.669740000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_114_305","114","Sainz de Baranda","Calle del Doctor Esquerdo 62",40.415480000000000,-3.669660000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_114_306","114","José Martínez de Velasco","Calle de Doctor Esquerdo 103",40.415400000000000,-3.669280000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_114_307","114","Moneda impares","Calle del Doctor Esquerdo 107",40.414690000000000,-3.669290000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_114_308","114","Moneda pares","Calle del Doctor Esquerdo 66",40.414790000000000,-3.669730000000000,,"http://www.crtm.es",2,"est_4_114",,0
"acc_4_115_309","115","O´Donnell","Calle del Doctor Esquerdo 42",40.421500000000000,-3.669170000000000,,"http://www.crtm.es",2,"est_4_115",,0
"acc_4_115_310","115","Casa de la Moneda","Calle del Doctor Esquerdo 36",40.422660000000000,-3.669100000000000,,"http://www.crtm.es",2,"est_4_115",,0
"acc_4_115_311","115","J. Juan / Dr. Esquerdo pares","Calle del Doctor Esquerdo 34",40.423210000000000,-3.669050000000000,,"http://www.crtm.es",2,"est_4_115",,0
"acc_4_115_312","115","J. Juan / Dr. Esquerdo impares","Calle del Doctor Esquerdo 49",40.422820000000000,-3.668590000000000,,"http://www.crtm.es",2,"est_4_115",,0
"acc_4_119_313","119","República Argentina","Plaza de la República Argentina 8",40.444950000000000,-3.684880000000000,,"http://www.crtm.es",2,"est_4_119",,0
"acc_4_119_314","119","Joaquín Costa impares","Calle de Joaquín Costa 41",40.443690000000000,-3.683700000000000,,"http://www.crtm.es",2,"est_4_119",,0
"acc_4_119_315","119","Joaquín Costa pares","Calle de Joaquín Costa 26",40.443360000000000,-3.683940000000000,,"http://www.crtm.es",2,"est_4_119",,0
"acc_4_119_316","119","Joaquín Costa pares","Calle de Juan de la Cierva SN",40.443200000000000,-3.683440000000000,,"http://www.crtm.es",2,"est_4_119",,0
"acc_4_12_1034","12","Alcalá","Plaza de la Puerta del Sol 13",40.417070000000000,-3.702960000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_1048","12","RENFE","Plaza de la Puerta del Sol 5",40.416850000000000,-3.702960000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_41","12","Carretas","Plaza de la Puerta del Sol 7",40.416650000000000,-3.703530000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_42","12","Carmen","Plaza de la Puerta del Sol 12",40.417140000000000,-3.703290000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_43","12","Mayor","Plaza de la Puerta del Sol 9",40.416710000000000,-3.704580000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_776","12","Ascensor","Plaza de la Puerta del Sol 8",40.416670000000000,-3.704410000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_12_777","12","Preciados","Calle de Preciados 1",40.417240000000000,-3.704150000000000,,"http://www.crtm.es",2,"est_90_58",,0
"acc_4_120_317","120","Orense","Calle de Orense 3",40.447070000000000,-3.695380000000000,,"http://www.crtm.es",2,"est_90_71",,0
"acc_4_120_318","120","Agustín de Bethancourt","Calle de Agustín de Betancourt 25",40.446100000000000,-3.695240000000000,,"http://www.crtm.es",2,"est_90_71",,0
"acc_4_120_319","120","Centro Comercial","Paseo de la Castellana 71",40.446950000000000,-3.693140000000000,,"http://www.crtm.es",2,"est_90_71",,0
"acc_4_120_320","120","Edificio acceso RENFE - Arcadas Nuevos Ministerios","Calle de Raimundo Fernández Villaverde 67",40.446580000000000,-3.692430000000000,,"http://www.crtm.es",2,"est_90_71",,0
"acc_4_120_321","120","Ascensor nº1","Calle de Raimundo Fernandez Villaverde 67",40.446580000000000,-3.693010000000000,,"http://www.crtm.es",2,"est_90_71",,0
